Name,Locality,Popularity,Price,Rating,Bike_Station_Coordinates,bikes,Place_Type
Sushi Garage,Miami Beach,0.961010726,2.0,8.5,"25.7910019,-80.1424965",11,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.7851991,-80.140549",9,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.7851991,-80.140549",9,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.7851991,-80.140549",9,Bar
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.7851991,-80.140549",9,Bar
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.7851991,-80.140549",9,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.7851991,-80.140549",9,Bar
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.7851991,-80.140549",9,Restaurant
Barton G. The Restaurant Miami Beach,Miami Beach,0.969320707,4.0,7.9,"25.7851991,-80.140549",9,Restaurant
Flamingo Cafe,Miami Beach,0.995893323,1.0,8.4,"25.7851991,-80.140549",9,Café
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.7851991,-80.140549",9,Restaurant
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.957628756,2.0,8.5,"25.7975825,-80.132518",3,Bar
Sweet Liberty Drinks & Supply Company,Miami Beach,0.987003575,3.0,8.8,"25.7975825,-80.132518",3,Bar
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.7975825,-80.132518",3,Restaurant
Ola,Miami Beach,0.891535414,4.0,8.6,"25.7975825,-80.132518",3,Restaurant
Jaya,Miami Beach,0.974345347,2.0,8.3,"25.7975825,-80.132518",3,Restaurant
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.7975825,-80.132518",3,Bakery
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.7975825,-80.132518",3,Restaurant
Mr Chow,Miami Beach,0.994685477,4.0,8.3,"25.7975825,-80.132518",3,Restaurant
Cvi.Che 105,Miami,0.979555414,2.0,9.1,"25.77613,-80.19422",2,Restaurant
Vero Italian,Miami,0.933241448,4.0,8.3,"25.77613,-80.19422",2,Restaurant
Soya E Pomodoro,Miami,0.954392847,3.0,8.0,"25.77613,-80.19422",2,Restaurant
Cafe Bastille,Miami,0.969377297,2.0,8.6,"25.77613,-80.19422",2,Café
Pollos Y Jarras,Miami,0.962220809,2.0,8.5,"25.77613,-80.19422",2,Restaurant
Jaguar Sun,Miami,0.969730704,3.0,8.3,"25.77613,-80.19422",2,Bar
Jamon Iberico Pata Negra,Miami,0.978618886,2.0,9.0,"25.77613,-80.19422",2,Restaurant
The Capital Grille,Miami,0.965136415,3.0,9.0,"25.77613,-80.19422",2,Restaurant
Zuma Miami,Miami,0.972699321,4.0,9.1,"25.77613,-80.19422",2,Restaurant
All Day,Miami,0.969607012,1.0,9.1,"25.77613,-80.19422",2,Café
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.77662,-80.14191",2,Restaurant
Oliver's Bistro,Miami Beach,0.965358972,2.0,8.6,"25.77662,-80.14191",2,Restaurant
Las Olas Cafe,Miami Beach,0.977534061,1.0,8.6,"25.77662,-80.14191",2,Restaurant
Estiatorio Milos by Costas Spiliadis,Miami Beach,0.973185815,3.0,9.0,"25.77662,-80.14191",2,Restaurant
Puerto Sagua Restaurant,Miami Beach,0.996328148,2.0,8.6,"25.77662,-80.14191",2,Restaurant
Monty's Sunset,Miami Beach,0.991448449,2.0,8.0,"25.77662,-80.14191",2,Restaurant
Gelato-go South Beach,Miami Beach,0.976181274,1.0,8.7,"25.77662,-80.14191",2,Café
Fogo De Chao,Miami Beach,0.971977969,3.0,8.5,"25.77662,-80.14191",2,Restaurant
Fratelli La Bufala - Miami Beach,Miami Beach,0.969562277,2.0,8.2,"25.77662,-80.14191",2,Restaurant
Prima Classe,Miami Beach,0.955502947,2.0,8.4,"25.77662,-80.14191",2,Café
Universidad Del Caribe of Florida,Miami,,,,"25.7511,-80.202641",4,College and University
Unicaribe College,Miami,,,,"25.7511,-80.202641",4,College and University
Miami Dade College,Miami,,,,"25.7511,-80.202641",4,College and University
Breakthrough Miami,Miami,0.088510744,,,"25.747976,-80.210054",3,College and University
Seawalls Class,Miami,0.55476039,,,"25.747976,-80.210054",3,College and University
University of Miami,Miami Beach,,,,"25.852079,-80.13755",13,College and University
